NOME_CURSO,ESCOLAS_CURSO,RESPONDENT_STUDENT_NUMBER,RESPONDENT_GENDER,RESPONDENT_AGE,NACIONALIDADE_1,CONCELHO_DE_RESIDENCIA,DISTRITO_DE_RESIDENCIA,DESLOCADO_AREA_RESIDENCIA,ANO_CONCLUSAO_DA_HABILITACAO_ANTERIOR,NOTA_CONCLUSAO_HABILITACAO_ANTERIOR,FREQUENTA_OUTROS_CURSOS_EM_SIMULTANEO,ESTATUTO_TRABALHADOR_ESTUDANTE,NIVEL_ESCOLARIDADE_PAI,NIVEL_ESCOLARIDADE_MAE,CONDICAO_PROFISSIONAL_PAI,CONDICAO_PROFISSIONAL_MAE,HABILITACAO_ACADEMICA_ANTERIOR,FREQUENCIA_PERIODO_DIA,TEMPO_PARCIAL,CONDICAO_PROFISSIONAL_ALUNO,SCHOLARSHIP_GRANT_OWNER,1-1,1-2,1-3,1-4,1-5,1-6,1-7,1-8,1-9,1-10,1-11 MOTIVAÇÕES E EXPETATIVAS,1-12,1-13.1 MOTIVAÇÕES E EXPETATIVAS,1-13.2 MOTIVAÇÕES E EXPETATIVAS,1-13.3 MOTIVAÇÕES E EXPETATIVAS,1-13.4 MOTIVAÇÕES E EXPETATIVAS,1-13.5 MOTIVAÇÕES E EXPETATIVAS,1-13.6 MOTIVAÇÕES E EXPETATIVAS,1-13.7 MOTIVAÇÕES E EXPETATIVAS,1-13.8 MOTIVAÇÕES E EXPETATIVAS,1-13.9 MOTIVAÇÕES E EXPETATIVAS,1-13.10 MOTIVAÇÕES E EXPETATIVAS,1-13.11 MOTIVAÇÕES E EXPETATIVAS,1-13.12 MOTIVAÇÕES E EXPETATIVAS,1-13.13 MOTIVAÇÕES E EXPETATIVAS,1-13.14 MOTIVAÇÕES E EXPETATIVAS,1-13.15 MOTIVAÇÕES E EXPETATIVAS,1-13.16 MOTIVAÇÕES E EXPETATIVAS,1-13.17 MOTIVAÇÕES E EXPETATIVAS,1-13.18 MOTIVAÇÕES E EXPETATIVAS,1-14,1-15.1 MOTIVAÇÕES E EXPETATIVAS,1-15.2 MOTIVAÇÕES E EXPETATIVAS,1-15.3 MOTIVAÇÕES E EXPETATIVAS,1-15.4 MOTIVAÇÕES E EXPETATIVAS,1-15.5 MOTIVAÇÕES E EXPETATIVAS,1-15.6 MOTIVAÇÕES E EXPETATIVAS,1-15.7 MOTIVAÇÕES E EXPETATIVAS,1-15.8 MOTIVAÇÕES E EXPETATIVAS,1-15.9 MOTIVAÇÕES E EXPETATIVAS,1-15.10 MOTIVAÇÕES E EXPETATIVAS,1-15.11 MOTIVAÇÕES E EXPETATIVAS,1-15.12 MOTIVAÇÕES E EXPETATIVAS,1-15.13 MOTIVAÇÕES E EXPETATIVAS,1-15.14 MOTIVAÇÕES E EXPETATIVAS,1-15.15 MOTIVAÇÕES E EXPETATIVAS,1-16,1-17,1-18,1-19,1-20,1-21,1-22,1-23,1-24,1-25,1-26,1-27,1-28,ESCOLAS_CURSO_NORMALIZED
Doutoramento em Serviço Social,ESPP,133454,Masculino,32,Botsuana,Rakops,,,,,,False,,,,,,,False,,,2.0,1.0,1.0,1.0,,4.0,,,,Student,"3, 2, 1",,5.0,5.0,5.0,4.0,3.0,4.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,66.0,,5.0,5.0,4.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,4.0,1.0,2.0,"9, 4",,"4, 2, 1",,4,,1.0,,Academia,['ESPP']
Doutoramento em Gestão Empresarial Aplicada,EG,140566,Masculino,54,Portugal,Oeiras,Lisboa,False,1995.0,12.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Reformado/a,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Manhã,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,3.0,,Chief Executive Officer,"5, 3, 6",,5.0,1.0,1.0,1.0,5.0,5.0,5.0,5.0,66.0,3.0,1.0,5.0,2.0,4.0,1.0,5.0,5.0,66.0,,5.0,5.0,1.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,1.0,1.0,1.0,5.0,66.0,,1.0,1.0,2.0,2,,"7, 2, 1",,"4, 1",,3.0,,"Em complemento com a minha atividade enquanto gestor e administrador executivo, desenvolver atividades de consultoria em gestão empresarial e de ensino executivo.",['EG']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,101563,Masculino,25,Portugal,Torres Vedras,Lisboa,False,2023.0,,False,True,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino superior - Licenciatura (Bolonha),Reformado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,1.0,1.0,,3.0,,3.0,,Analista de cibersegurança,"10, 4, 1",,5.0,4.0,5.0,4.0,66.0,5.0,5.0,4.0,5.0,4.0,4.0,3.0,4.0,2.0,4.0,3.0,4.0,66.0,,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,4.0,3.0,4.0,4.0,66.0,,2.0,1.0,1.0,"8, 6, 2",,"1, 12, 10",,2,,3.0,,,['ISTA']
Doutoramento em Gestão,EG,140204,Feminino,25,Portugal,Torres Vedras,Lisboa,False,2024.0,19.0,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrem,Ensino pós-graduado - Mestrado Integrado,,False,Desempregado/a,Estudante sem bolsa,1.0,2.0,1.0,1.0,,3.0,,3.0,,Consultor(a) de gestão de recursos humanos/Psicólogo(a),"4, 1, 6",,4.0,5.0,1.0,1.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,3.0,3.0,4.0,2.0,4.0,66.0,1.0,,4.0,5.0,3.0,5.0,3.0,2.0,1.0,4.0,5.0,5.0,5.0,3.0,1.0,5.0,1.0,,3.0,1.0,2.0,"8, 5, 4",,"5, 4, 1",,"4, 3",,1.0,,,['EG']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,140162,Masculino,28,China,Kaifeng,,True,2025.0,3.13,False,False,Ensino pós-graduado - Mestrado (Bolonha),Ensino superior - Bacharelato,Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,1.0,2.0,2.0,,1.0,,,,Computer programmer,"4, 1",,3.0,66.0,66.0,66.0,66.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,1.0,1.0,1.0,,5.0,66.0,66.0,3.0,3.0,4.0,3.0,3.0,4.0,4.0,3.0,4.0,3.0,66.0,66.0,,1.0,1.0,1.0,"4, 1",,9,,3,,1.0,,,['ISTA']
Doutoramento em Transições para a Sustentabilidade,ECSH; ESPP,140585,Masculino,49,Brasil,Oeiras,Lisboa,True,2009.0,,False,False,Ensino Secundário - 12º ano de escolaridade ou equivalente,Diploma de Especialização Tecnológica,Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Desempregado/a,Estudante sem bolsa,2.0,2.0,2.0,1.0,,4.0,,,,Engenheiro e Professor,"3, 2, 1",,5.0,5.0,66.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,66.0,66.0,,5.0,5.0,5.0,5.0,5.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,4.0,5.0,66.0,,1.0,1.0,2.0,"9, 4",,"8, 5, 4",,4,,1.0,,Professor de ensino superior e investigação,"['ECSH', 'ESPP']"
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,140591,Feminino,63,Portugal,Óbidos,Leiria,False,2025.0,16.0,False,True,Ensino médio,Ensino médio,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,1.0,2.0,2.0,,3.0,,2.0,,Professora do Ensino Básico,"5, 3, 6",,5.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,66.0,,5.0,5.0,66.0,5.0,5.0,3.0,5.0,5.0,5.0,5.0,66.0,4.0,5.0,5.0,66.0,,1.0,1.0,2.0,"5, 2, 1",,"7, 5, 1",,"3, 2",,4.0,,Direção de Agrupamentos  Escolares. Atuação em orgãos públicos de educação. Consultora em processos de gestão de qualidade escolar.,['ESPP']
Doutoramento em Ciência Política,ESPP,140061,Masculino,52,Portugal,Guarda,Guarda,True,2015.0,17.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Técnico Superior/Chefe de Equipa,"9, 5, 6",,5.0,3.0,66.0,66.0,3.0,5.0,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,4.0,5.0,4.0,66.0,,4.0,4.0,3.0,4.0,4.0,66.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,4.0,66.0,,4.0,1.0,2.0,"8, 6, 10",,"5, 4, 1",,3,,2.0,,"Como trabalho na Segurança Social, mais concretamente na área de pensões, gostaria de trabalhar em equipas ou gabinetes que realizem estudos, planeamento, sustentabilidade e de legislação relacionada com o sistema de pensões em Portugal.",['ESPP']
Doutoramento em Estudos Africanos,ESPP,26623,Masculino,47,Portugal,Cascais,Lisboa,True,2022.0,62.8,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino Secundário - 12º ano de escolaridade ou equivalente,Reformado/a,Reformado/a,Ensino pós-graduado - Doutoramento (Pré Bolonha),Noite,False,Trabalha por conta própria - (como empregador),Estudante sem bolsa,2.0,1.0,2.0,2.0,,1.0,,,,Empresário e Consultor Políticas Pùblicas,"5, 1, 6",,3.0,3.0,4.0,1.0,1.0,5.0,5.0,4.0,5.0,4.0,3.0,5.0,5.0,5.0,5.0,3.0,5.0,66.0,,5.0,5.0,5.0,5.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,"5, 2, 1",,"1, 12, 10",,"4, 2, 1",,1.0,,"Docência no ensino superior onde posso trazer as mais valias da experiência em consultoria em desenvolvimento, mantendo esta última em complemento.",['ESPP']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,140227,Feminino,27,Portugal,Lisboa,Lisboa,False,2022.0,16.0,False,False,Ensino superior - Licenciatura (Pré Bolonha),Ensino superior - Licenciatura (Pré Bolonha),Trabalha por conta de outrem,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado Integrado,Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,3.0,,Arquiteta,"5, 3, 6",,5.0,4.0,1.0,3.0,4.0,5.0,5.0,5.0,4.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,3.0,66.0,Não se aplica.,5.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,66.0,Não se aplica.,4.0,1.0,2.0,"5, 2, 1",,"5, 3, 1",,"4, 3",,2.0,,"Após a conclusão do doutoramento, gostava de desenvolver a minha carreira profissional no setor privado numa empresa existente ou mesmo através da criação e desenvolvimento de empresa própria, nomeadamente nas áreas do património e da reabilitação. Considero que o doutoramento constitui uma ferramenta essencial para aprofundar os meus conhecimentos, e embora não não seja uma prioridade seguir exclusivamente a via académica, acredito que o doutoramento me permitirá receber novas oportunidades, que contribuirão para uma trajetória profissional em constante evolução.",['ISTA']
Doutoramento em Ciência Política,ESPP,107622,Feminino,29,Cabo Verde,Lisboa,Lisboa,True,2025.0,15.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta própria - independente (sem empregados),Bolseiros da FCT,1.0,1.0,1.0,2.0,,1.0,,,,Consultora em Políticas Públicas,2,,4.0,4.0,4.0,5.0,4.0,5.0,4.0,5.0,66.0,5.0,66.0,5.0,66.0,66.0,5.0,5.0,5.0,66.0,,4.0,4.0,5.0,5.0,66.0,66.0,66.0,66.0,5.0,5.0,5.0,5.0,66.0,66.0,66.0,,1.0,1.0,2.0,4,,7,,"4, 3, 2",,1.0,,,['ESPP']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,140626,Masculino,37,Burundi,Lisboa,Lisboa,True,2019.0,10.0,False,False,Ensino superior - Bacharelato,Especialização Pós Licenciatura / Pós Graduação,Reformado/a,Trabalha por conta própria - (como empregador),Ensino superior - Licenciatura (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,2.0,2.0,2.0,2.0,,2.0,,,,Data Analyst,4,,4.0,5.0,5.0,5.0,66.0,4.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,66.0,,5.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,,3.0,1.0,2.0,"9, 1, 11",,"8, 2, 1",,1,,1.0,,,['ISTA']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,72762,Feminino,28,Portugal,Lisboa,Lisboa,False,2021.0,17.0,False,False,Ensino médio,Ensino médio,Reformado/a,Trabalha por conta própria - (como empregador),Licenciatura de Mestrado Integrado,Noite,False,Trabalha por conta de outrem,Bolseiros da FCT,1.0,2.0,1.0,2.0,,2.0,,,,Arquiteta,"4, 1, 6",,4.0,5.0,5.0,5.0,66.0,2.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,66.0,66.0,,5.0,5.0,66.0,4.0,3.0,3.0,5.0,3.0,4.0,5.0,5.0,5.0,3.0,3.0,66.0,,3.0,1.0,2.0,"8, 5, 1",,"8, 4, 1",,"4, 3",,1.0,,Docência ao nível do ensino superior.,['ISTA']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,140208,Feminino,26,Paquistão,Faisalabad,,False,2025.0,3.43,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Ensino médio,Trabalha por conta própria - independente (sem empregados),Trabalha por conta de outrem,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),Noite,False,Desempregado/a,Estudante sem bolsa,1.0,1.0,1.0,1.0,,2.0,,,,Researcher,,,5.0,5.0,66.0,5.0,,4.0,5.0,,5.0,66.0,5.0,4.0,5.0,66.0,66.0,66.0,66.0,66.0,,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,,4.0,1.0,2.0,6,,1,,"4, 3, 2, 1",,1.0,,Working in Labs,['ISTA']
Doutoramento em Políticas Públicas,ESPP,140168,Feminino,37,Portugal,,,True,2013.0,16.0,False,False,Ensino superior - Bacharelato/Licenciatura (Pré Bolonha),Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta própria - (como empregador),Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,3.0,Por opção pessoal,3.0,,2.0,,Deputada à Assembleia da República,"9, 5",,4.0,2.0,1.0,1.0,4.0,5.0,5.0,5.0,3.0,4.0,3.0,4.0,4.0,1.0,4.0,3.0,3.0,1.0,,4.0,4.0,2.0,4.0,66.0,1.0,5.0,66.0,5.0,4.0,4.0,4.0,4.0,3.0,1.0,,4.0,1.0,2.0,"2, 1",,"5, 3, 2",,4,,2.0,,trabalhar especificamente na construção de políticas públicas capazes de responder de forma eficaz ao objetivo definido,['ESPP']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,140627,Masculino,53,Portugal,Sesimbra,Setúbal,False,1995.0,13.0,False,True,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Reformado/a,Reformado/a,Ensino superior - Licenciatura (Pré Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,2.0,2.0,2.0,2.0,,3.0,,2.0,,Inspetor da Educação,"4, 3, 6",,5.0,4.0,1.0,4.0,1.0,5.0,5.0,5.0,2.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,66.0,,5.0,4.0,3.0,4.0,4.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,66.0,,4.0,1.0,2.0,"6, 2",,"4, 1",,"3, 2",,2.0,,"Manter-me na mesma atividade,  com outras funções",['ESPP']
Doutoramento em Arquitectura dos Territórios Metropolitanos Contemporâneos,ISTA,64342,Masculino,32,Portugal,Sintra,Lisboa,False,2016.0,13.0,False,False,Desconhecido,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Reformado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Desempregado/a,Estudante sem bolsa,2.0,1.0,2.0,2.0,,4.0,,,,Arquiteto,"3, 2, 1",,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,,4.0,1.0,1.0,"9, 7, 4",,"4, 1, 9",,2,,1.0,,Ser professor catedrático no ISCTE,['ISTA']
Doutoramento em Estudos Urbanos,ECSH; ESPP; 0902,136415,Feminino,49,Brasil,Fortaleza,,True,2018.0,,False,False,Especialização Pós Licenciatura / Pós Graduação,Ensino pós-graduado - Mestrado (Bolonha),Reformado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,3.0,,2.0,,Analista de Planejamento e Gestão. Gestora Ambiental.,"8, 2, 1",,5.0,5.0,66.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,66.0,,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,66.0,,1.0,1.0,2.0,"5, 10",,"8, 12, 11",,"4, 3",,1.0,,"Após a conclusão do curso, gostaria de trabalhar com projetos de pesquisa, atividades de professora no Ensino Superior e realização de consultorias para iniciativa privada e administração pública na área de estudos do Doutoramento.","['ECSH', 'ESPP', '0902']"
Doutoramento em Gestão,EG,2904,Feminino,70,Portugal,Lisboa,Lisboa,False,2004.0,14.0,,False,Desconhecido,Desconhecido,Outra situação,Outra situação,Ensino pós-graduado - Mestrado (Pré Bolonha),,True,"Aluno, estudante",Estudante sem bolsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['EG']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,122012,Feminino,44,Portugal,,,False,2025.0,17.0,False,False,Ensino médio,Ensino médio,Desempregado/a,Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Bolseiro de Instituição de Ensino Superior Portuguesa (fora do âmbito da acção social),1.0,1.0,2.0,3.0,Considero que não qualifico,3.0,,3.0,,Professora e Coordenadora Pedagógica 1º ciclo EB,"4, 3, 1",,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,5.0,3.0,3.0,Doutoramento na continuidade do mestrado em Administração Escolar,5.0,5.0,5.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,2.0,2.0,2.0,1.0,Estrutura do curso,3.0,1.0,2.0,"9, 4, 2",,"4, 2, 1",,"4, 3, 2",,2.0,,"Gostaria de trabalhar na área da administração pública, direção de agrupamentos escolares, docência no ensino superior...etc.",['ESPP']
Doutoramento em Sociologia,ESPP,140550,Feminino,27,Portugal,Amarante,Porto,True,2023.0,17.0,True,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Ensino Secundário - 12º ano de escolaridade ou equivalente,Trabalha por conta de outrem,Desempregado/a,Ensino superior - Licenciatura (Bolonha),Noite,False,"Aluno, estudante",Estudante sem bolsa,1.0,1.0,1.0,2.0,,5.0,,,,Bolseira de investigação,"4, 2, 6",,5.0,4.0,66.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,4.0,4.0,2.0,5.0,4.0,1.0,4.0,3.0,,5.0,5.0,3.0,4.0,4.0,1.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,2.0,,3.0,1.0,2.0,"9, 8, 4",,"7, 4, 10",,3,,1.0,,,['ESPP']
Doutoramento em Serviço Social,ESPP,140545,Feminino,34,Portugal,Amadora,Lisboa,False,2016.0,14.0,False,False,Diploma de Especialização Tecnológica,Diploma de curso técnico superior profissional,Reformado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,1.0,,,,Assistente Social,"7, 3, 1",,5.0,5.0,1.0,66.0,2.0,5.0,5.0,5.0,4.0,66.0,66.0,66.0,5.0,66.0,66.0,3.0,5.0,66.0,,5.0,5.0,4.0,5.0,5.0,2.0,5.0,5.0,5.0,5.0,5.0,66.0,5.0,5.0,66.0,,1.0,1.0,2.0,"8, 6, 5, 2, 1",,"7, 5, 4, 1, 12",,5,"Situação de emprego igual à situação atual mas em paralelo a dar aulas numa universidade ao curso/mestrado em Serviço Social, mestrado em Gerontologia Social ou Pós-Graduação na área da Saúde.",1.0,,"Continuar a ser assistente social no hospital e poder conciliar a minha atividade profissional com o exercício do ensino, podendo lecionar o curso/mestrado em Serviço Social, mestrado em Gerontologia Social ou Pós-Graduação na área da Saúde.",['ESPP']
Doutoramento em Sociologia,ESPP,17509,Feminino,45,Portugal,Amadora,Lisboa,False,2013.0,18.0,False,False,1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Reformado/a,Ensino pós-graduado - Mestrado (Pré Bolonha),Noite,False,Trabalha por conta própria - independente (sem empregados),Estudante sem bolsa,1.0,2.0,1.0,1.0,,6.0,,,,Consultora e docente,12,,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,4.0,66.0,,5.0,5.0,5.0,3.0,3.0,66.0,5.0,4.0,4.0,4.0,4.0,3.0,66.0,66.0,66.0,,3.0,1.0,2.0,"9, 4",,"7, 11",,4,,1.0,,Docência e investigação,['ESPP']
Doutoramento em Ciências e Tecnologias da Informação,ISTA,137895,Feminino,35,Bangladesh,Boura,,True,2022.0,,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Outra situação,Doméstica/o,Ensino pós-graduado - Mestrado (Bolonha),Noite,True,Trabalha por conta própria - independente (sem empregados),Estudante sem bolsa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,['ISTA']
Doutoramento em Gestão Empresarial Aplicada,EG,140643,Masculino,48,Nigéria,Lagos,,True,2007.0,50.0,False,False,Ensino superior - Licenciatura (Bolonha),Ensino médio,Outra situação,Reformado/a,Ensino superior - Bacharelato,Manhã,False,Trabalha por conta própria - (como empregador),Estudante sem bolsa,2.0,2.0,2.0,1.0,,1.0,,,,Project Lead,"5, 4, 3",,4.0,3.0,66.0,66.0,66.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,66.0,,5.0,5.0,3.0,5.0,5.0,5.0,3.0,5.0,3.0,4.0,3.0,3.0,3.0,3.0,66.0,,1.0,1.0,2.0,7,,"8, 5, 4",,"4, 3, 2",,3.0,,Enterprise Architect & Founder/Project Lead in Ecommerce Startup,['EG']
Doutoramento em Sociologia,ESPP,140082,Feminino,40,França,Oeiras,Lisboa,False,2010.0,14.64,False,False,2º Ciclo do Ensino Básico ou Equivalente - 6º ano de escolaridade  (antigo 2º ano liceal ou ciclo preparatório),1º Ciclo do Ensino Básico ou Equivalente - 4º ano de escolaridade (antiga 4ª classe),Trabalha por conta própria - (como empregador),Reformado/a,Ensino pós-graduado - Mestrado (Bolonha),Noite,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,1.0,,4.0,,,,"Técnica de RH
Gestora da formação","4, 2, 6",,5.0,66.0,66.0,66.0,3.0,5.0,4.0,5.0,66.0,2.0,4.0,3.0,4.0,4.0,3.0,2.0,5.0,3.0,,5.0,4.0,4.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,4.0,5.0,5.0,4.0,,4.0,1.0,1.0,"9, 6, 2",,"7, 4, 10",,"4, 3",,2.0,,Gestão de projetos sociais. Investigadora para empresas públicas e desenvolver soluções inovadoras,['ESPP']
Doutoramento em Políticas de Administração e Gestão Escolar,ESPP,140080,Feminino,36,Portugal,Setúbal,Setúbal,False,2014.0,16.0,False,False,3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),3º Ciclo do Ensino Básico ou Equivalente - 9º ano de escolaridade  (antigo 5º ano liceal ou ensino técnico),Reformado/a,Trabalha por conta de outrem,Ensino pós-graduado - Mestrado (Bolonha),,False,Trabalha por conta de outrem,Estudante sem bolsa,1.0,2.0,2.0,2.0,,6.0,Professora do quadro.,,,Professora do 2º Ciclo do Ensino Básico (grupo 200),"3, 1, 6",,5.0,3.0,1.0,1.0,2.0,5.0,5.0,5.0,1.0,1.0,1.0,4.0,4.0,1.0,1.0,4.0,1.0,66.0,,5.0,5.0,1.0,5.0,1.0,1.0,5.0,5.0,5.0,5.0,5.0,5.0,1.0,1.0,66.0,,1.0,1.0,2.0,"8, 4, 1",,"5, 4, 1",,"4, 2",,2.0,,Cargo de direção de um agrupamento de escolas.,['ESPP']
